Year,Month,Day,DayOfWeek,UniqueCarrier,Tai_lNum,Origin_Airport,Scheduled_Departure,Dep_Delay,Distance
2016,7,22,5,AA,N796AA,JFK,2230,2,2475
2016,7,24,7,AA,N788AA,JFK,2230,74,2475
2016,7,25,1,AA,N797AA,JFK,2230,93,2475
2016,7,26,2,AA,N789AA,JFK,2230,18,2475
2016,7,27,3,AA,N797AA,JFK,2230,80,2475
2016,7,28,4,AA,N790AA,JFK,2230,127,2475
2016,7,29,5,AA,N796AA,JFK,2230,38,2475
2016,7,31,7,AA,N786AA,JFK,2230,103,2475
2016,7,1,5,AA,N3ECAA,ORD,1645,-3,1514
2016,7,2,6,AA,N3CRAA,ORD,1825,-2,1514
2016,7,3,7,AA,N3ABAA,ORD,1705,-6,1514
2016,7,4,1,AA,N3GSAA,ORD,1705,39,1514
2016,7,5,2,AA,N3ERAA,ORD,1705,-5,1514
2016,7,6,3,AA,N3ELAA,ORD,1705,75,1514
2016,7,7,4,AA,N3DAAA,ORD,1705,-6,1514
2016,7,8,5,AA,N3JKAA,ORD,1705,-3,1514
2016,7,9,6,AA,N3KLAA,ORD,1825,-2,1514
2016,7,10,7,AA,N3EYAA,ORD,1705,0,1514
2016,7,11,1,AA,N3EYAA,ORD,1705,-5,1514
2016,7,12,2,AA,N3KUAA,ORD,1705,-4,1514
2016,7,13,3,AA,N3ELAA,ORD,1705,296,1514
2016,7,14,4,AA,N3GRAA,ORD,1705,-6,1514
2016,7,15,5,AA,N3EJAA,ORD,1705,10,1514
2016,7,16,6,AA,N3EFAA,ORD,1825,37,1514
2016,7,17,7,AA,N3CCAA,ORD,1705,61,1514
2016,7,18,1,AA,N3BKAA,ORD,1705,2,1514
2016,7,19,2,AA,N3DPAA,ORD,1705,-5,1514
2016,7,20,3,AA,N3MRAA,ORD,1705,-4,1514
2016,7,21,4,AA,N3GWAA,ORD,1705,8,1514
2016,7,22,5,AA,N3BLAA,ORD,1705,6,1514
2016,7,23,6,AA,N3LKAA,ORD,1825,75,1514
2016,7,24,7,AA,N3LXAA,ORD,1705,-1,1514
2016,7,25,1,AA,N3JGAA,ORD,1705,101,1514
2016,7,26,2,AA,N3BGAA,ORD,1705,4,1514
2016,7,27,3,AA,N3GFAA,ORD,1705,-3,1514
2016,7,28,4,AA,N3JTAA,ORD,1705,46,1514
2016,7,29,5,AA,N3FXAA,ORD,1705,-2,1514
2016,7,30,6,AA,N3NHAA,ORD,1825,26,1514
2016,7,31,7,AA,N3HCAA,ORD,1705,-1,1514
2016,7,1,5,AA,N793AA,LAX,2245,27,2475
2016,7,3,7,AA,N795AA,LAX,2245,-4,2475
2016,7,4,1,AA,N787AA,LAX,2245,12,2475
2016,7,5,2,AA,N796AA,LAX,2245,-2,2475
2016,7,6,3,AA,N792AA,LAX,2245,-1,2475
2016,7,7,4,AA,N796AA,LAX,2245,17,2475
2016,7,8,5,AA,N799AA,LAX,2245,25,2475
2016,7,9,6,AA,N783AA,LAX,2245,7,2475
2016,7,10,7,AA,N791AA,LAX,2245,-6,2475
2016,7,11,1,AA,N784AA,LAX,2245,15,2475
2016,7,12,2,AA,N791AA,LAX,2245,-1,2475
2016,7,13,3,AA,N793AA,LAX,2245,3,2475
2016,7,14,4,AA,N798AA,LAX,2245,41,2475
2016,7,15,5,AA,N790AA,LAX,2245,20,2475
2016,7,16,6,AA,N791AA,LAX,2245,33,2475
2016,7,17,7,AA,N784AA,LAX,2245,-2,2475
2016,7,18,1,AA,N789AA,LAX,2245,12,2475
2016,7,19,2,AA,N799AA,LAX,2245,37,2475
2016,7,20,3,AA,N787AA,LAX,2245,-3,2475
2016,7,21,4,AA,N784AA,LAX,2245,79,2475
2016,7,22,5,AA,N786AA,LAX,2245,15,2475
2016,7,23,6,AA,N788AA,LAX,2245,-5,2475
2016,7,24,7,AA,N787AA,LAX,2245,-1,2475
2016,7,25,1,AA,N795AA,LAX,2245,93,2475
2016,7,26,2,AA,N798AA,LAX,2245,60,2475
2016,7,27,3,AA,N796AA,LAX,2245,-1,2475
2016,7,28,4,AA,N798AA,LAX,2245,107,2475
2016,7,29,5,AA,N790AA,LAX,2245,-1,2475
2016,7,30,6,AA,N799AA,LAX,2245,86,2475
2016,7,31,7,AA,N798AA,LAX,2245,1138,2475
2016,7,4,1,AA,N784AA,LAX,2355,0,2475
2016,7,5,2,AA,N783AA,LAX,2350,-4,2475
2016,7,6,3,AA,N791AA,LAX,2350,-5,2475
2016,7,7,4,AA,N799AA,LAX,2350,-2,2475
2016,7,8,5,AA,N784AA,LAX,2350,69,2475
2016,7,10,7,AA,N789AA,LAX,2350,45,2475
2016,7,11,1,AA,N792AA,LAX,2350,19,2475
2016,7,12,2,AA,N785AA,LAX,2350,-2,2475
2016,7,13,3,AA,N799AA,LAX,2350,55,2475
2016,7,14,4,AA,N796AA,LAX,2350,-5,2475
2016,7,15,5,AA,N785AA,LAX,2350,3,2475
2016,7,17,7,AA,N794AA,LAX,2350,-2,2475
2016,7,18,1,AA,N795AA,LAX,2350,137,2475
2016,7,19,2,AA,N783AA,LAX,2350,0,2475
2016,7,20,3,AA,N796AA,LAX,2350,20,2475
2016,7,21,4,AA,N791AA,LAX,2350,-4,2475
2016,7,22,5,AA,N792AA,LAX,2350,16,2475
2016,7,24,7,AA,N785AA,LAX,2350,0,2475
2016,7,25,1,AA,N786AA,LAX,2350,92,2475
2016,7,26,2,AA,N788AA,LAX,2350,-6,2475
2016,7,27,3,AA,N790AA,LAX,2350,2,2475
2016,7,28,4,AA,N793AA,LAX,2350,95,2475
2016,7,29,5,AA,N786AA,LAX,2350,3,2475
2016,7,31,7,AA,N791AA,LAX,2350,52,2475
2016,7,1,5,AA,N864AA,LAX,828,-2,2556
2016,7,2,6,AA,N850AA,LAX,828,1,2556
2016,7,3,7,AA,N860AA,LAX,828,-5,2556
2016,7,4,1,AA,N856AA,LAX,828,20,2556
2016,7,5,2,AA,N855AA,LAX,828,25,2556
2016,7,6,3,AA,N859AA,LAX,828,3,2556
2016,7,7,4,AA,N858AA,LAX,828,-2,2556
2016,7,8,5,AA,N857AA,LAX,828,-1,2556
2016,7,9,6,AA,N852AA,LAX,828,14,2556
2016,7,10,7,AA,N864AA,LAX,828,7,2556
2016,7,11,1,AA,N861AA,LAX,828,-5,2556
2016,7,12,2,AA,N859AA,LAX,828,-2,2556
2016,7,13,3,AA,N863AA,LAX,828,-2,2556
2016,7,14,4,AA,N864AA,LAX,828,0,2556
2016,7,15,5,AA,N864AA,LAX,828,-3,2556
2016,7,16,6,AA,N865AA,LAX,828,-1,2556
2016,7,17,7,AA,N859AA,LAX,828,-8,2556
2016,7,18,1,AA,N855AA,LAX,828,5,2556
2016,7,19,2,AA,N860AA,LAX,828,12,2556
2016,7,20,3,AA,N861AA,LAX,828,-4,2556
2016,7,21,4,AA,N863AA,LAX,828,-3,2556
2016,7,22,5,AA,N862AA,LAX,828,58,2556
2016,7,23,6,AA,N860AA,LAX,828,-4,2556
2016,7,24,7,AA,N864AA,LAX,828,-7,2556
2016,7,25,1,AA,N856AA,LAX,828,-5,2556
2016,7,26,2,AA,N862AA,LAX,828,-9,2556
2016,7,27,3,AA,N859AA,LAX,828,6,2556
2016,7,28,4,AA,N854AA,LAX,828,-2,2556
2016,7,29,5,AA,N851AA,LAX,828,-5,2556
2016,7,30,6,AA,N864AA,LAX,828,-4,2556
2016,7,31,7,AA,N854AA,LAX,828,0,2556
2016,7,1,5,AA,N794AA,LAX,1430,90,2475
2016,7,2,6,AA,N784AA,LAX,1430,-4,2475
2016,7,3,7,AA,N789AA,LAX,1430,3,2475
2016,7,4,1,AA,N799AA,LAX,1430,-6,2475
2016,7,5,2,AA,N784AA,LAX,1430,10,2475
2016,7,6,3,AA,N796AA,LAX,1430,-6,2475
2016,7,7,4,AA,N791AA,LAX,1430,-2,2475
2016,7,8,5,AA,N796AA,LAX,1430,25,2475
2016,7,10,7,AA,N785AA,LAX,1430,11,2475
2016,7,11,1,AA,N787AA,LAX,1430,-4,2475
2016,7,12,2,AA,N792AA,LAX,1430,-6,2475
2016,7,13,3,AA,N791AA,LAX,1430,-3,2475
2016,7,14,4,AA,N799AA,LAX,1430,-4,2475
2016,7,15,5,AA,N798AA,LAX,1430,0,2475
2016,7,16,6,AA,N785AA,LAX,1430,7,2475
2016,7,17,7,AA,N798AA,LAX,1430,-1,2475
2016,7,18,1,AA,N794AA,LAX,1430,18,2475
2016,7,19,2,AA,N795AA,LAX,1430,30,2475
2016,7,20,3,AA,N799AA,LAX,1430,-7,2475
2016,7,21,4,AA,N790AA,LAX,1430,83,2475
2016,7,22,5,AA,N791AA,LAX,1430,-5,2475
2016,7,23,6,AA,N792AA,LAX,1430,-7,2475
2016,7,24,7,AA,N799AA,LAX,1430,-5,2475
2016,7,25,1,AA,N785AA,LAX,1430,88,2475
2016,7,26,2,AA,N786AA,LAX,1430,9,2475
2016,7,27,3,AA,N798AA,LAX,1430,-2,2475
2016,7,28,4,AA,N796AA,LAX,1430,48,2475
2016,7,29,5,AA,N798AA,LAX,1430,-2,2475
2016,7,30,6,AA,N787AA,LAX,1430,57,2475
2016,7,31,7,AA,N784AA,LAX,1430,23,2475
2016,7,1,5,AA,N784AA,JFK,700,-5,2475
2016,7,4,1,AA,N790AA,JFK,700,13,2475
2016,7,5,2,AA,N799AA,JFK,700,4,2475
2016,7,6,3,AA,N786AA,JFK,700,4,2475
2016,7,7,4,AA,N787AA,JFK,700,-6,2475
2016,7,8,5,AA,N793AA,JFK,700,-4,2475
2016,7,10,7,AA,N799AA,JFK,700,-1,2475
2016,7,11,1,AA,N798AA,JFK,700,-8,2475
2016,7,12,2,AA,N796AA,JFK,700,-3,2475
2016,7,13,3,AA,N787AA,JFK,700,-5,2475
2016,7,14,4,AA,N785AA,JFK,700,18,2475
2016,7,15,5,AA,N789AA,JFK,700,6,2475
2016,7,17,7,AA,N796AA,JFK,700,18,2475
2016,7,18,1,AA,N791AA,JFK,700,-4,2475
2016,7,19,2,AA,N786AA,JFK,700,17,2475
2016,7,20,3,AA,N790AA,JFK,700,-2,2475
2016,7,21,4,AA,N783AA,JFK,700,-5,2475
2016,7,22,5,AA,N798AA,JFK,700,34,2475
2016,7,24,7,AA,N786AA,JFK,700,22,2475
2016,7,25,1,AA,N790AA,JFK,700,-3,2475
2016,7,26,2,AA,N787AA,JFK,700,-4,2475
2016,7,27,3,AA,N792AA,JFK,700,-2,2475
2016,7,28,4,AA,N783AA,JFK,700,-2,2475
2016,7,29,5,AA,N787AA,JFK,700,-9,2475
2016,7,31,7,AA,N790AA,JFK,700,20,2475
2016,7,1,5,AA,N790AA,LAX,800,-5,2475
2016,7,2,6,AA,N785AA,LAX,800,0,2475
2016,7,3,7,AA,N795AA,LAX,800,-5,2475
2016,7,4,1,AA,N783AA,LAX,800,-4,2475
2016,7,5,2,AA,N786AA,LAX,1245,80,2475
2016,7,6,3,AA,N799AA,LAX,1245,-4,2475
2016,7,7,4,AA,N789AA,LAX,1245,-3,2475
2016,7,8,5,AA,N787AA,LAX,1245,44,2475
2016,7,9,6,AA,N788AA,LAX,1245,40,2475
2016,7,10,7,AA,N783AA,LAX,1245,7,2475
2016,7,11,1,AA,N799AA,LAX,1245,0,2475
2016,7,12,2,AA,N798AA,LAX,1245,6,2475
2016,7,13,3,AA,N796AA,LAX,1245,54,2475
2016,7,14,4,AA,N790AA,LAX,1245,86,2475
2016,7,15,5,AA,N794AA,LAX,1245,-4,2475
2016,7,16,6,AA,N786AA,LAX,1245,-1,2475
2016,7,17,7,AA,N791AA,LAX,1245,2,2475
2016,7,18,1,AA,N796AA,LAX,1245,41,2475
2016,7,19,2,AA,N787AA,LAX,1245,-4,2475
2016,7,20,3,AA,N786AA,LAX,1245,-8,2475
2016,7,21,4,AA,N787AA,LAX,1245,88,2475
2016,7,22,5,AA,N785AA,LAX,1245,12,2475
2016,7,23,6,AA,N791AA,LAX,1245,27,2475
2016,7,24,7,AA,N788AA,LAX,1245,-9,2475
2016,7,25,1,AA,N792AA,LAX,1245,139,2475
2016,7,26,2,AA,N783AA,LAX,1245,19,2475
2016,7,27,3,AA,N797AA,LAX,1245,2,2475
2016,7,28,4,AA,N790AA,LAX,1245,126,2475
2016,7,29,5,AA,N791AA,LAX,1245,-2,2475
2016,7,30,6,AA,N798AA,LAX,1245,102,2475
2016,7,31,7,AA,N799AA,LAX,1245,130,2475
2016,7,1,5,AA,N3AWAA,EWR,500,-3,1372
2016,7,2,6,AA,N3GEAA,EWR,500,-5,1372
2016,7,5,2,AA,N3KPAA,EWR,500,-4,1372
2016,7,6,3,AA,N3DNAA,EWR,500,32,1372
2016,7,7,4,AA,N3CRAA,EWR,500,-8,1372
2016,7,8,5,AA,N3ACAA,EWR,500,-3,1372
2016,7,9,6,AA,N3HSAA,EWR,500,-9,1372
2016,7,10,7,AA,N3CUAA,EWR,500,-3,1372
2016,7,11,1,AA,N3BHAA,EWR,500,-2,1372
2016,7,12,2,AA,N3KAAA,EWR,500,-12,1372
2016,7,13,3,AA,N3HHAA,EWR,500,-6,1372
2016,7,14,4,AA,N3HEAA,EWR,500,-9,1372
2016,7,15,5,AA,N3LNAA,EWR,500,-3,1372
2016,7,16,6,AA,N3DXAA,EWR,500,1,1372
2016,7,17,7,AA,N3LAAA,EWR,500,-4,1372
2016,7,18,1,AA,N3DWAA,EWR,500,-4,1372
2016,7,19,2,AA,N3HDAA,EWR,500,12,1372
2016,7,20,3,AA,N3AUAA,EWR,500,-2,1372
2016,7,21,4,AA,N3HPAA,EWR,500,-4,1372
2016,7,22,5,AA,N3NBAA,EWR,500,-1,1372
2016,7,23,6,AA,N3GUAA,EWR,500,3,1372
2016,7,24,7,AA,N3NPAA,EWR,500,8,1372
2016,7,25,1,AA,N3KEAA,EWR,500,0,1372
2016,7,26,2,AA,N3HBAA,EWR,500,-7,1372
2016,7,27,3,AA,N3JMAA,EWR,500,-3,1372
2016,7,28,4,AA,N3MEAA,EWR,500,-3,1372
2016,7,29,5,AA,N3GVAA,EWR,500,20,1372
2016,7,30,6,AA,N3HTAA,EWR,500,-1,1372
2016,7,31,7,AA,N3ALAA,EWR,500,197,1372
2016,7,1,5,AA,N886AA,SFO,800,-5,1464
2016,7,2,6,AA,N878AA,SFO,800,-3,1464
2016,7,3,7,AA,N3MHAA,SFO,800,3,1464
2016,7,4,1,AA,N891AA,SFO,800,0,1464
2016,7,5,2,AA,N883AA,SFO,800,16,1464
2016,7,6,3,AA,N873AA,SFO,800,-8,1464
2016,7,7,4,AA,N892AA,SFO,800,47,1464
2016,7,8,5,AA,N885AA,SFO,800,-3,1464
2016,7,9,6,AA,N895AA,SFO,800,-6,1464
2016,7,10,7,AA,N3JHAA,SFO,800,-6,1464
2016,7,11,1,AA,N866AA,SFO,800,32,1464
2016,7,12,2,AA,N891AA,SFO,800,-4,1464
2016,7,13,3,AA,N878AA,SFO,800,-9,1464
2016,7,14,4,AA,N892AA,SFO,800,-9,1464
2016,7,15,5,AA,N878AA,SFO,800,-3,1464
2016,7,16,6,AA,N886AA,SFO,800,-2,1464
2016,7,17,7,AA,N3APAA,SFO,800,-2,1464
2016,7,18,1,AA,N882AA,SFO,800,-5,1464
2016,7,19,2,AA,N894AA,SFO,800,-4,1464
2016,7,20,3,AA,N873AA,SFO,800,15,1464
2016,7,21,4,AA,N891AA,SFO,800,-8,1464
2016,7,22,5,AA,N883AA,SFO,800,-5,1464
2016,7,23,6,AA,N876AA,SFO,800,31,1464
2016,7,24,7,AA,N3NMAA,SFO,800,-4,1464
2016,7,25,1,AA,N882AA,SFO,800,73,1464
2016,7,26,2,AA,N870AA,SFO,800,6,1464
2016,7,27,3,AA,N884AA,SFO,800,-6,1464
2016,7,28,4,AA,N890AA,SFO,800,1,1464
2016,7,29,5,AA,N893AA,SFO,800,-2,1464
2016,7,30,6,AA,N895AA,SFO,800,-4,1464
2016,7,31,7,AA,N3LAAA,SFO,800,42,1464
2016,7,1,5,AA,N878AA,DFW,1700,-4,1464
2016,7,2,6,AA,N3GGAA,DFW,1700,19,1464
2016,7,3,7,AA,N891AA,DFW,1700,46,1464
2016,7,4,1,AA,N988AA,DFW,1700,-2,1464
2016,7,5,2,AA,N879AA,DFW,1700,71,1464
2016,7,6,3,AA,N894AA,DFW,1700,167,1464
2016,7,7,4,AA,N885AA,DFW,1700,8,1464
2016,7,8,5,AA,N895AA,DFW,1700,1,1464
2016,7,9,6,AA,N3KWAA,DFW,1700,33,1464
2016,7,10,7,AA,N868AA,DFW,1700,-3,1464
2016,7,11,1,AA,N891AA,DFW,1700,3,1464
2016,7,12,2,AA,N878AA,DFW,1700,1,1464
2016,7,13,3,AA,N881AA,DFW,1700,-5,1464
2016,7,14,4,AA,N878AA,DFW,1700,20,1464
2016,7,15,5,AA,N869AA,DFW,1700,20,1464
2016,7,16,6,AA,N3GMAA,DFW,1700,6,1464
2016,7,17,7,AA,N882AA,DFW,1700,29,1464
2016,7,18,1,AA,N894AA,DFW,1700,-2,1464
2016,7,19,2,AA,N873AA,DFW,1700,-2,1464
2016,7,20,3,AA,N891AA,DFW,1700,3,1464
2016,7,21,4,AA,N883AA,DFW,1700,40,1464
2016,7,22,5,AA,N876AA,DFW,1700,0,1464
2016,7,23,6,AA,N3GXAA,DFW,1700,3,1464
2016,7,24,7,AA,N882AA,DFW,1700,2,1464
2016,7,25,1,AA,N888AA,DFW,1700,24,1464
2016,7,26,2,AA,N884AA,DFW,1700,-4,1464
2016,7,27,3,AA,N890AA,DFW,1700,7,1464
2016,7,28,4,AA,N893AA,DFW,1700,157,1464
2016,7,29,5,AA,N897AA,DFW,1700,6,1464
2016,7,30,6,AA,N3HTAA,DFW,1700,3,1464
2016,7,31,7,AA,N870AA,DFW,1700,19,1464
2016,7,1,5,AA,N3AAAA,IAH,1515,43,964
2016,7,2,6,AA,N3DTAA,IAH,1515,-3,964
2016,7,3,7,AA,N3EBAA,IAH,1515,-7,964
2016,7,4,1,AA,N3FNAA,IAH,1515,-6,964
2016,7,5,2,AA,N3FJAA,IAH,1515,45,964
2016,7,6,3,AA,N3DYAA,IAH,1515,-2,964
2016,7,7,4,AA,N3JYAA,IAH,1515,-6,964
2016,7,8,5,AA,N3HXAA,IAH,1515,67,964
2016,7,9,6,AA,N3MYAA,IAH,1515,-2,964
2016,7,10,7,AA,N3ETAA,IAH,1515,-5,964
2016,7,11,1,AA,N3BGAA,IAH,1515,-8,964
2016,7,12,2,AA,N3LMAA,IAH,1515,-6,964
2016,7,13,3,AA,N3NKAA,IAH,1515,-3,964
2016,7,14,4,AA,N3CEAA,IAH,1515,5,964
2016,7,15,5,AA,N3HAAA,IAH,1515,8,964
2016,7,16,6,AA,N3CHAA,IAH,1515,-5,964
2016,7,17,7,AA,N3HGAA,IAH,1515,1,964
2016,7,18,1,AA,N3BHAA,IAH,1515,-10,964
2016,7,19,2,AA,N3BFAA,IAH,1515,-6,964
2016,7,20,3,AA,N3JCAA,IAH,1515,-6,964
2016,7,21,4,AA,N3LXAA,IAH,1515,15,964
2016,7,22,5,AA,N3JKAA,IAH,1515,19,964
2016,7,23,6,AA,N3EEAA,IAH,1515,0,964
2016,7,24,7,AA,N3MPAA,IAH,1515,-6,964
2016,7,25,1,AA,N3EXAA,IAH,1515,-7,964
2016,7,26,2,AA,N3JMAA,IAH,1515,-6,964
2016,7,27,3,AA,N3CLAA,IAH,1515,-4,964
2016,7,28,4,AA,N3KXAA,IAH,1515,-3,964
2016,7,29,5,AA,N3DSAA,IAH,1515,33,964
2016,7,30,6,AA,N3KPAA,IAH,1515,-5,964
2016,7,31,7,AA,N3CVAA,IAH,1515,1333,964
2016,7,3,7,AA,N391AA,MCO,1440,-6,192
2016,7,4,1,AA,N5FFAA,MCO,1440,5,192
2016,7,5,2,AA,N5FHAA,MCO,1440,3,192
2016,7,6,3,AA,N5FFAA,MCO,1440,4,192
2016,7,7,4,AA,N5FPAA,MCO,1440,0,192
2016,7,8,5,AA,N5FTAA,MCO,1440,1,192
2016,7,9,6,AA,N5DKAA,MCO,1435,47,192
2016,7,10,7,AA,N3NGAA,MCO,1440,-3,192
2016,7,11,1,AA,N5ETAA,MCO,1440,-1,192
2016,7,12,2,AA,N5FTAA,MCO,1440,-4,192
2016,7,13,3,AA,N5EYAA,MCO,1440,0,192
2016,7,14,4,AA,N5FNAA,MCO,1440,1,192
2016,7,15,5,AA,N5EYAA,MCO,1440,-3,192
2016,7,16,6,AA,N380AA,MCO,1435,-5,192
2016,7,17,7,AA,N3KBAA,MCO,1440,-3,192
2016,7,18,1,AA,N5FFAA,MCO,1440,-5,192
2016,7,19,2,AA,N5FFAA,MCO,1440,12,192
2016,7,20,3,AA,N353AA,MCO,1440,72,192
2016,7,21,4,AA,N5DVAA,MCO,1440,7,192
2016,7,22,5,AA,N5DVAA,MCO,1440,1,192
2016,7,23,6,AA,N353AA,MCO,1435,-2,192
2016,7,24,7,AA,N3FFAA,MCO,1440,6,192
2016,7,25,1,AA,N5FLAA,MCO,1440,1,192
2016,7,26,2,AA,N5ETAA,MCO,1440,-8,192
2016,7,27,3,AA,N5FEAA,MCO,1440,-4,192
2016,7,28,4,AA,N5FTAA,MCO,1440,23,192
2016,7,29,5,AA,N5EXAA,MCO,1440,22,192
2016,7,30,6,AA,N349AA,MCO,1435,7,192
2016,7,31,7,AA,N3ABAA,MCO,1440,1,192
2016,7,1,5,AA,N3DCAA,ORD,710,-1,1726
2016,7,3,7,AA,N3FMAA,ORD,710,-4,1726
2016,7,4,1,AA,N3GPAA,ORD,710,-3,1726
2016,7,4,1,AA,N3DUAA,ORD,1200,0,612
2016,7,2,6,AA,N789AA,JFK,1530,41,2475
2016,7,3,7,AA,N784AA,JFK,1530,-3,2475
2016,7,4,1,AA,N787AA,JFK,1530,9,2475
2016,7,5,2,AA,N791AA,JFK,1530,-6,2475
2016,7,6,3,AA,N790AA,JFK,1530,0,2475
2016,7,7,4,AA,N784AA,JFK,1530,0,2475
2016,7,8,5,AA,N797AA,JFK,1530,-6,2475
2016,7,9,6,AA,N791AA,JFK,1530,-5,2475
2016,7,10,7,AA,N791AA,JFK,1530,1,2475
2016,7,11,1,AA,N790AA,JFK,1530,7,2475
2016,7,12,2,AA,N797AA,JFK,1530,5,2475
2016,7,13,3,AA,N798AA,JFK,1530,91,2475
2016,7,14,4,AA,N795AA,JFK,1530,13,2475
2016,7,15,5,AA,N784AA,JFK,1530,-7,2475
2016,7,16,6,AA,N794AA,JFK,1530,1,2475
2016,7,17,7,AA,N795AA,JFK,1530,158,2475
2016,7,18,1,AA,N788AA,JFK,1530,243,2475
2016,7,19,2,AA,N799AA,JFK,1530,0,2475
2016,7,20,3,AA,N791AA,JFK,1530,38,2475
2016,7,21,4,AA,N792AA,JFK,1530,16,2475
2016,7,22,5,AA,N799AA,JFK,1530,12,2475
2016,7,23,6,AA,N793AA,JFK,1530,3,2475
2016,7,24,7,AA,N793AA,JFK,1530,3,2475
2016,7,25,1,AA,N798AA,JFK,1530,1,2475
2016,7,26,2,AA,N790AA,JFK,1530,16,2475
2016,7,27,3,AA,N799AA,JFK,1530,-2,2475
2016,7,28,4,AA,N799AA,JFK,1530,1,2475
2016,7,29,5,AA,N789AA,JFK,1530,9,2475
2016,7,30,6,AA,N783AA,JFK,1530,45,2475
2016,7,31,7,AA,N793AA,JFK,1530,81,2475
2016,7,1,5,AA,N795AA,LAX,700,-2,2475
2016,7,2,6,AA,N783AA,LAX,700,-2,2475
2016,7,4,1,AA,N786AA,LAX,700,8,2475
2016,7,5,2,AA,N793AA,LAX,700,-4,2475
2016,7,6,3,AA,N798AA,LAX,700,-6,2475
2016,7,7,4,AA,N793AA,LAX,700,-1,2475
2016,7,8,5,AA,N783AA,LAX,700,2,2475
2016,7,9,6,AA,N790AA,LAX,700,-7,2475
2016,7,10,7,AA,N796AA,LAX,700,-3,2475
2016,7,11,1,AA,N788AA,LAX,700,-1,2475
2016,7,12,2,AA,N793AA,LAX,700,-7,2475
2016,7,13,3,AA,N786AA,LAX,700,-9,2475
2016,7,14,4,AA,N784AA,LAX,700,-8,2475
2016,7,15,5,AA,N788AA,LAX,700,-5,2475
2016,7,16,6,AA,N789AA,LAX,700,-5,2475
2016,7,17,7,AA,N788AA,LAX,700,-6,2475
2016,7,18,1,AA,N799AA,LAX,700,5,2475
2016,7,19,2,AA,N791AA,LAX,700,-3,2475
2016,7,20,3,AA,N785AA,LAX,700,-1,2475
2016,7,21,4,AA,N789AA,LAX,700,-3,2475
2016,7,22,5,AA,N793AA,LAX,700,-5,2475
2016,7,23,6,AA,N796AA,LAX,700,-4,2475
2016,7,24,7,AA,N798AA,LAX,700,-4,2475
2016,7,25,1,AA,N795AA,LAX,700,-11,2475
2016,7,26,2,AA,N799AA,LAX,700,-7,2475
2016,7,27,3,AA,N796AA,LAX,700,-6,2475
2016,7,28,4,AA,N793AA,LAX,700,-5,2475
2016,7,29,5,AA,N792AA,LAX,700,-7,2475
2016,7,30,6,AA,N794AA,LAX,700,1,2475
2016,7,31,7,AA,N785AA,LAX,700,16,2475
2016,7,1,5,AA,N387AA,DFW,1105,1,3711
2016,7,2,6,AA,N342AA,DFW,1105,33,3711
2016,7,3,7,AA,N397AA,DFW,1105,74,3711
2016,7,4,1,AA,N397AA,DFW,1105,33,3711
2016,7,5,2,AA,N361AA,DFW,1110,104,3711
2016,7,6,3,AA,N362AA,DFW,1110,1,3711
2016,7,7,4,AA,N343AA,DFW,1110,-6,3711
2016,7,8,5,AA,N351AA,DFW,1110,-5,3711
2016,7,9,6,AA,N343AA,DFW,1110,26,3711
2016,7,10,7,AA,N361AA,DFW,1110,-9,3711
2016,7,11,1,AA,N343AA,DFW,1110,-4,3711
2016,7,12,2,AA,N369AA,DFW,1110,51,3711
2016,7,13,3,AA,N387AA,DFW,1110,-10,3711
2016,7,14,4,AA,N369AA,DFW,1110,-3,3711
2016,7,15,5,AA,N354AA,DFW,1110,18,3711
2016,7,16,6,AA,N353AA,DFW,1110,-1,3711
2016,7,17,7,AA,N373AA,DFW,1110,-1,3711
2016,7,18,1,AA,N383AA,DFW,1110,-2,3711
2016,7,19,2,AA,N351AA,DFW,1110,102,3711
2016,7,20,3,AA,N356AA,DFW,1110,0,3711
2016,7,21,4,AA,N396AA,DFW,1110,-6,3711
2016,7,22,5,AA,N356AA,DFW,1110,-3,3711
2016,7,23,6,AA,N382AA,DFW,1110,-2,3711
2016,7,24,7,AA,N368AA,DFW,1110,48,3711
2016,7,25,1,AA,N382AA,DFW,1110,67,3711
2016,7,26,2,AA,N383AA,DFW,1110,18,3711
2016,7,27,3,AA,N342AA,DFW,1110,-4,3711
2016,7,28,4,AA,N365AA,DFW,1110,-3,3711
2016,7,29,5,AA,N377AA,DFW,1110,5,3711
2016,7,30,6,AA,N373AA,DFW,1110,7,3711
2016,7,31,7,AA,N381AA,DFW,1110,17,3711
2016,7,1,5,AA,N396AA,DFW,905,26,3784
2016,7,2,6,AA,N397AA,DFW,905,-2,3784
2016,7,3,7,AA,N368AA,DFW,905,1,3784
2016,7,4,1,AA,N362AA,DFW,905,178,3784
2016,7,5,2,AA,N397AA,DFW,905,17,3784
2016,7,6,3,AA,N383AA,DFW,905,80,3784
2016,7,7,4,AA,N387AA,DFW,905,-2,3784
2016,7,8,5,AA,N343AA,DFW,905,4,3784
2016,7,9,6,AA,N379AA,DFW,905,72,3784
2016,7,10,7,AA,N379AA,DFW,905,-8,3784
2016,7,11,1,AA,N389AA,DFW,905,-6,3784
2016,7,12,2,AA,N387AA,DFW,905,-6,3784
2016,7,13,3,AA,N369AA,DFW,905,-2,3784
2016,7,14,4,AA,N368AA,DFW,905,9,3784
2016,7,15,5,AA,N396AA,DFW,905,92,3784
